tau,rho,eta,eta_neg_tau,eta_sphere,eta_series,resid_involution,resid_sphere,resid_series,resid_parabolic,u
0.1,-0.5,0.667775006466653,0.667775006466653,0.667775006466653,0.667775006466653,0,0,2.22044604925031e-16,0.00332317922412784,-0.497510374476613
0.1,-0.45,0.690722535454111,0.690722535454111,0.690722535454111,0.690722535454111,0,0,0,0.00343731208641296,-0.447759337028952
0.1,-0.4,0.715303335680843,0.715303335680843,0.715303335680843,0.715303335680843,0,0,0,0.00355956343884967,-0.398008299581291
0.1,-0.35,0.741698211524921,0.741698211524921,0.741698211524921,0.741698211524921,0,1.11022302462516e-16,1.11022302462516e-16,0.00369083145112059,-0.348257262133629
0.1,-0.3,0.770115676759148,0.770115676759148,0.770115676759148,0.770115676759148,0,0,2.22044604925031e-16,0.00383215185493302,-0.298506224685968
0.1,-0.25,0.800797474332465,0.800797474332465,0.800797474332465,0.800797474332465,0,1.11022302462516e-16,0,0.0039847253284806,-0.248755187238307
0.1,-0.2,0.834025470366059,0.834025470366059,0.834025470366059,0.834025470366059,0,1.11022302462516e-16,4.44089209850063e-16,0.00414995169386012,-0.199004149790645
0.1,-0.15,0.870130338791338,0.870130338791338,0.870130338791338,0.870130338791338,0,0,1.11022302462516e-16,0.00432947299047193,-0.149253112342984
0.1,-0.1,0.909502603799274,0.909502603799274,0.909502603799274,0.909502603799274,0,1.11022302462516e-16,2.22044604925031e-16,0.00452522823366275,-0.0995020748953226
0.1,-0.05,0.952606822310341,0.952606822310341,0.952606822310341,0.952606822310341,0,1.11022302462516e-16,0,0.00473952373214148,-0.0497510374476613
0.1,0,1,1,1,1,0,0,0,0.00497512437810932,0
0.1,0.05,1.05235579243784,1.05235579243784,1.05235579243784,1.05235579243784,0,0,2.22044604925031e-16,0.00523537358967063,0.0497510374476613
0.1,0.1,1.11049672866682,1.11049672866682,1.11049672866682,1.11049672866682,0,0,0,0.00552435297620857,0.0995020748953226
0.1,0.15,1.17543774124644,1.17543774124644,1.17543774124644,1.17543774124644,0,2.22044604925031e-16,0,0.00584709797158434,0.149253112342984
0.1,0.2,1.24844591858826,1.24844591858826,1.24844591858826,1.24844591858826,0,0,2.22044604925031e-16,0.00620989374353687,0.199004149790645
0.1,0.25,1.33112399981019,1.33112399981019,1.33112399981019,1.33112399981019,0,2.22044604925031e-16,2.22044604925031e-16,0.00662068855190845,0.248755187238307
0.1,0.3,1.42552939910598,1.42552939910598,1.42552939910598,1.42552939910598,0,2.22044604925031e-16,2.22044604925031e-16,0.00708968279392708,0.298506224685968
0.1,0.35,1.53434774474623,1.53434774474623,1.53434774474623,1.53434774474623,0,0,2.22044604925031e-16,0.00763018749432276,0.348257262133629
0.1,0.4,1.66115246988365,1.66115246988365,1.66115246988365,1.66115246988365,0,0,6.66133814775094e-16,0.00825990790018327,0.398008299581291
0.1,0.45,1.81080472165887,1.81080472165887,1.81080472165887,1.81080472165887,0,0,2.22044604925031e-16,0.00900291985707091,0.447759337028952
0.1,0.5,1.99009083811116,1.99009083811116,1.99009083811116,1.99009083811116,0,4.44089209850063e-16,0,0.00989281830918065,0.497510374476613
0.1,0.55,2.20878013568558,2.20878013568558,2.20878013568558,2.20878013568558,0,0,2.66453525910038e-15,0.0109779378833852,0.547261411924275
0.1,0.6,2.48146623497793,2.48146623497793,2.48146623497793,2.48146623497793,0,4.44089209850063e-16,4.44089209850063e-16,0.0123304325087941,0.597012449371936
0.1,0.65,2.83096441813558,2.83096441813558,2.83096441813558,2.83096441813558,0,0,1.33226762955019e-15,0.0140630096848757,0.646763486819597
0.1,0.7,3.29505060360988,3.29505060360988,3.29505060360988,3.29505060360987,0,4.44089209850063e-16,2.22044604925031e-15,0.0163620790197121,0.696514524267259
0.1,0.75,3.94112839691261,3.94112839691261,3.94112839691261,3.94112839691261,0,4.44089209850063e-16,4.88498130835069e-15,0.0195597694616332,0.74626556171492
0.1,0.8,4.90235968169308,4.90235968169308,4.90235968169308,4.90235968169307,0,8.88178419700125e-16,7.105427357601e-15,0.0243109012052756,0.796016599162581
0.1,0.85,6.48372350667363,6.48372350667363,6.48372350667363,6.48372350667361,0,0,2.48689957516035e-14,0.0321106034478271,0.845767636610243
0.1,0.9,9.57108833548114,9.57108833548114,9.57108833548115,9.57108833325288,0,1.77635683940025e-15,2.22826379570051e-09,0.0472788116716298,0.895518674057904
0.1,0.95,18.2714183957149,18.2714183957149,18.2714183957149,18.2711953075759,0,2.1316282072803e-14,0.000223088139033933,0.0896002138967482,0.945269711505565
0.25,-0.95,0.520544201480378,0.520544201480378,0.520544201480378,0.520544236069619,0,0,3.45892409159276e-08,0.01581234028164,-0.921066447683204
0.25,-0.9,0.534019935944249,0.534019935944249,0.534019935944249,0.534019935944925,0,1.11022302462516e-16,6.7568173278687e-13,0.01622058319344,-0.872589266226193
0.25,-0.85,0.548211926421471,0.548211926421471,0.548211926421472,0.548211926421472,0,1.11022302462516e-16,2.22044604925031e-16,0.0166504646274516,-0.824112084769182
0.25,-0.8,0.563178837121671,0.563178837121671,0.563178837121671,0.563178837121671,0,0,2.22044604925031e-16,0.0171037517974392,-0.775634903312172
0.25,-0.75,0.578985918510029,0.578985918510029,0.578985918510029,0.57898591851003,0,1.11022302462516e-16,4.44089209850063e-16,0.0175824097380994,-0.727157721855161
0.25,-0.7,0.595705958301524,0.595705958301524,0.595705958301524,0.595705958301525,0,0,6.66133814775094e-16,0.0180886297816683,-0.67868054039815
0.25,-0.65,0.613420402132852,0.613420402132852,0.613420402132852,0.613420402132852,0,1.11022302462516e-16,2.22044604925031e-16,0.0186248630993948,-0.630203358941139
0.25,-0.6,0.63222068031433,0.63222068031433,0.63222068031433,0.632220680314329,0,0,4.44089209850063e-16,0.0191938603909581,-0.581726177484129
0.25,-0.55,0.652209786271605,0.652209786271605,0.652209786271605,0.652209786271605,0,1.11022302462516e-16,0,0.0197987190779293,-0.533248996027118
0.25,-0.5,0.673504164200163,0.673504164200163,0.673504164200163,0.673504164200163,0,0,2.22044604925031e-16,0.0204429397103675,-0.484771814570107
0.25,-0.45,0.696235978987508,0.696235978987508,0.696235978987508,0.696235978987508,0,1.11022302462516e-16,0,0.0211304937554403,-0.436294633113097
0.25,-0.4,0.720555861872682,0.720555861872682,0.720555861872682,0.720555861872682,0,0,2.22044604925031e-16,0.0218659055408041,-0.387817451656086
0.25,-0.35,0.74663625237772,0.74663625237772,0.74663625237772,0.74663625237772,0,1.11022302462516e-16,2.22044604925031e-16,0.022654351925231,-0.339340270199075
0.25,-0.3,0.774675493258152,0.774675493258152,0.774675493258152,0.774675493258152,0,1.11022302462516e-16,0,0.0235017843379639,-0.290863088742064
0.25,-0.25,0.804902884149151,0.804902884149151,0.804902884149152,0.804902884149152,0,1.11022302462516e-16,1.11022302462516e-16,0.0244150792711026,-0.242385907285054
0.25,-0.2,0.837584966393845,0.837584966393845,0.837584966393845,0.837584966393846,0,1.11022302462516e-16,2.22044604925031e-16,0.0254022252770941,-0.193908725828043
0.25,-0.15,0.873033403798138,0.873033403798138,0.873033403798138,0.873033403798138,0,0,1.11022302462516e-16,0.0264725572372912,-0.145431544371032
0.25,-0.1,0.911614953008195,0.911614953008195,0.911614953008195,0.911614953008195,0,0,1.11022302462516e-16,0.0276370524557087,-0.0969543629140214
0.25,-0.05,0.953764199818212,0.953764199818212,0.953764199818212,0.953764199818212,0,2.22044604925031e-16,2.22044604925031e-16,0.0289087084887321,-0.0484771814570107
0.25,0,1,1,1,1,0,0,0,0.0303030303030303,0
0.25,0.05,1.05094694579289,1.05094694579289,1.05094694579289,1.05094694579289,0,0,0,0.0318386655381162,0.0484771814570107
0.25,0.1,1.107363746562,1.107363746562,1.107363746562,1.107363746562,0,0,2.22044604925031e-16,0.0335382432062983,0.0969543629140214
0.25,0.15,1.17018126916935,1.17018126916935,1.17018126916935,1.17018126916935,0,0,0,0.0354294961197081,0.145431544371032
0.25,0.2,1.24055430450755,1.24055430450755,1.24055430450755,1.24055430450755,0,0,2.22044604925031e-16,0.0375467857105611,0.193908725828043
0.25,0.25,1.3199332082333,1.3199332082333,1.3199332082333,1.3199332082333,0,2.22044604925031e-16,2.22044604925031e-16,0.0399332082333002,0.242385907285054
0.25,0.3,1.41016492601704,1.41016492601704,1.41016492601704,1.41016492601704,0,2.22044604925031e-16,4.44089209850063e-16,0.0426435584956739,0.290863088742064
0.25,0.35,1.51363849632749,1.51363849632749,1.51363849632749,1.51363849632749,0,0,2.22044604925031e-16,0.0457485880706128,0.339340270199075
0.25,0.4,1.63349968519229,1.63349968519229,1.63349968519229,1.63349968519229,0,0,4.44089209850063e-16,0.0493412693507096,0.387817451656086
0.25,0.45,1.77397636911382,1.77397636911382,1.77397636911382,1.77397636911382,0,2.22044604925031e-16,2.22044604925031e-16,0.0535462615869335,0.436294633113097
0.25,0.5,1.94088760723683,1.94088760723683,1.94088760723683,1.94088760723683,0,4.44089209850063e-16,8.88178419700125e-16,0.0585346660603629,0.484771814570107
0.25,0.55,2.14246994969099,2.14246994969099,2.14246994969099,2.14246994969099,0,0,4.44089209850063e-16,0.0645478717689127,0.533248996027118
0.25,0.6,2.39077835181057,2.39077835181057,2.39077835181057,2.39077835181057,0,0,8.88178419700125e-16,0.0719377721004211,0.581726177484129
0.25,0.65,2.70418897569389,2.70418897569389,2.70418897569389,2.70418897569389,0,4.44089209850063e-16,1.33226762955019e-15,0.0812381560217559,0.630203358941139
0.25,0.7,3.11216756445162,3.11216756445162,3.11216756445162,3.11216756445162,0,0,0,0.0932996399233192,0.67868054039815
0.25,0.75,3.6651211344495,3.6651211344495,3.6651211344495,3.6651211344495,0,0,2.66453525910038e-15,0.10956557889395,0.727157721855161
0.25,0.8,4.45702123352705,4.45702123352705,4.45702123352705,4.45702123352704,0,8.88178419700125e-16,5.32907051820075e-15,0.132696909202724,0.775634903312172
0.25,0.85,5.68543892676026,5.68543892676026,5.68543892676026,5.68543892676026,0,2.66453525910038e-15,8.88178419700125e-16,0.168197547449919,0.824112084769182
